SUBJECT_ID;Q;Q_EFFICIENT;DELTA_Q;Q_OPTIMAL;DELTA_Q_OPTIMAL;FFS;CAP;MEDICAL_STUDENT;PHYSICIAN;SUBJECT_AGE;FEMALE_SUBJECT;PATIENT_SEVERITY;FEMALE_PATIENT;LIABILITY;LIAB_MEDICALSTUDENT;PHYSICIANS_FAMILY
16;4;5;-1;5;-1;0;1;0;1;52;1;2;0;1;0;1
16;6;5;1;7;-1;0;1;0;1;52;1;3;1;0;0;1
16;5;5;0;7;-2;1;0;0;1;52;1;3;1;0;0;1
16;5;3;2;3;2;1;0;0;1;52;1;1;0;0;0;1
16;1;3;-2;3;-2;0;1;0;1;52;1;1;1;1;0;1
16;3;5;-2;5;-2;1;0;0;1;52;1;2;1;1;0;1
16;8;5;3;5;3;0;1;0;1;52;1;2;0;0;0;1
16;3;3;0;3;0;1;0;0;1;52;1;1;0;1;0;1
16;6;5;1;5;1;1;0;0;1;52;1;2;0;0;0;1
16;2;5;-3;7;-5;0;1;0;1;52;1;3;1;1;0;1
16;10;5;5;7;3;0;1;0;1;52;1;3;0;0;0;1
16;3;3;0;3;0;0;1;0;1;52;1;1;0;1;0;1
16;4;5;-1;5;-1;0;1;0;1;52;1;2;1;0;0;1
16;9;5;4;7;2;1;0;0;1;52;1;3;0;0;0;1
16;5;5;0;7;-2;1;0;0;1;52;1;3;0;1;0;1
16;3;3;0;3;0;0;1;0;1;52;1;1;0;0;0;1
16;2;5;-3;5;-3;1;0;0;1;52;1;2;1;0;0;1
16;1;5;-4;5;-4;0;1;0;1;52;1;2;1;1;0;1
16;1;5;-4;7;-6;1;0;0;1;52;1;3;1;1;0;1
17;10;3;7;3;7;1;0;0;0;34;2;1;1;0;0;0
17;3;3;0;3;0;0;1;0;0;34;2;1;1;0;0;0
17;4;5;-1;5;-1;1;0;0;0;34;2;2;0;1;0;0
17;8;5;3;7;1;0;1;0;0;34;2;3;0;1;0;0
17;2;3;-1;3;-1;1;0;0;0;34;2;1;1;1;0;0
17;4;5;-1;5;-1;0;1;0;0;34;2;2;0;1;0;0
17;10;5;5;7;3;0;1;0;0;34;2;3;1;0;0;0
17;5;5;0;7;-2;1;0;0;0;34;2;3;1;0;0;0
17;5;3;2;3;2;1;0;0;0;34;2;1;0;0;0;0
17;1;3;-2;3;-2;0;1;0;0;34;2;1;1;1;0;0
17;2;5;-3;5;-3;1;0;0;0;34;2;2;1;1;0;0
17;5;5;0;5;0;0;1;0;0;34;2;2;0;0;0;0
17;1;3;-2;3;-2;1;0;0;0;34;2;1;0;1;0;0
17;8;5;3;5;3;1;0;0;0;34;2;2;0;0;0;0
17;7;5;2;7;0;0;1;0;0;34;2;3;1;1;0;0
17;7;5;2;7;0;0;1;0;0;34;2;3;0;0;0;0
17;3;3;0;3;0;0;1;0;0;34;2;1;0;1;0;0
17;3;5;-2;5;-2;0;1;0;0;34;2;2;1;0;0;0
17;10;5;5;7;3;1;0;0;0;34;2;3;0;0;0;0
17;5;5;0;7;-2;1;0;0;0;34;2;3;0;1;0;0
17;1;3;-2;3;-2;0;1;0;0;34;2;1;0;0;0;0
17;5;5;0;5;0;1;0;0;0;34;2;2;1;0;0;0
17;5;5;0;5;0;0;1;0;0;34;2;2;1;1;0;0
17;8;5;3;7;1;1;0;0;0;34;2;3;1;1;0;0
18;3;3;0;3;0;0;1;0;0;59;2;1;1;0;0;1
18;5;3;2;3;2;1;0;0;0;59;2;1;1;0;0;1
18;3;5;-2;5;-2;1;0;0;0;59;2;2;0;1;0;1
18;8;5;3;7;1;0;1;0;0;59;2;3;0;1;0;1
18;5;3;2;3;2;1;0;0;0;59;2;1;1;1;0;1
18;5;5;0;5;0;0;1;0;0;59;2;2;0;1;0;1
18;5;5;0;7;-2;1;0;0;0;59;2;3;1;0;0;1
18;4;5;-1;7;-3;0;1;0;0;59;2;3;1;0;0;1
18;3;3;0;3;0;0;1;0;0;59;2;1;1;1;0;1
18;4;3;1;3;1;1;0;0;0;59;2;1;0;0;0;1
18;6;5;1;5;1;0;1;0;0;59;2;2;0;0;0;1
18;4;5;-1;5;-1;1;0;0;0;59;2;2;1;1;0;1
18;4;3;1;3;1;1;0;0;0;59;2;1;0;1;0;1
18;5;5;0;5;0;1;0;0;0;59;2;2;0;0;0;1
18;5;5;0;7;-2;0;1;0;0;59;2;3;0;0;0;1
18;7;5;2;7;0;0;1;0;0;59;2;3;1;1;0;1
18;5;3;2;3;2;0;1;0;0;59;2;1;0;1;0;1
18;6;5;1;5;1;0;1;0;0;59;2;2;1;0;0;1
18;8;5;3;7;1;1;0;0;0;59;2;3;0;1;0;1
18;7;5;2;7;0;1;0;0;0;59;2;3;0;0;0;1
18;3;3;0;3;0;0;1;0;0;59;2;1;0;0;0;1
18;3;5;-2;5;-2;1;0;0;0;59;2;2;1;0;0;1
18;4;5;-1;5;-1;0;1;0;0;59;2;2;1;1;0;1
18;8;5;3;7;1;1;0;0;0;59;2;3;1;1;0;1
19;5;3;2;3;2;0;1;0;0;57;1;1;1;0;0;1
19;6;3;3;3;3;1;0;0;0;57;1;1;1;0;0;1
19;5;5;0;5;0;1;0;0;0;57;1;2;0;1;0;1
19;7;5;2;7;0;0;1;0;0;57;1;3;0;1;0;1
19;3;3;0;3;0;1;0;0;0;57;1;1;1;1;0;1
19;4;5;-1;5;-1;0;1;0;0;57;1;2;0;1;0;1
19;5;5;0;7;-2;1;0;0;0;57;1;3;1;0;0;1
19;6;5;1;7;-1;0;1;0;0;57;1;3;1;0;0;1
19;7;3;4;3;4;1;0;0;0;57;1;1;0;0;0;1
19;2;3;-1;3;-1;0;1;0;0;57;1;1;1;1;0;1
19;5;5;0;5;0;1;0;0;0;57;1;2;1;1;0;1
19;6;5;1;5;1;0;1;0;0;57;1;2;0;0;0;1
19;3;3;0;3;0;1;0;0;0;57;1;1;0;1;0;1
19;5;5;0;5;0;1;0;0;0;57;1;2;0;0;0;1
19;7;5;2;7;0;0;1;0;0;57;1;3;0;0;0;1
19;7;5;2;7;0;0;1;0;0;57;1;3;1;1;0;1
19;1;3;-2;3;-2;0;1;0;0;57;1;1;0;1;0;1
19;4;5;-1;5;-1;0;1;0;0;57;1;2;1;0;0;1
19;5;5;0;7;-2;1;0;0;0;57;1;3;0;0;0;1
19;9;5;4;7;2;1;0;0;0;57;1;3;0;1;0;1
19;3;3;0;3;0;0;1;0;0;57;1;1;0;0;0;1
19;5;5;0;5;0;0;1;0;0;57;1;2;1;1;0;1
19;7;5;2;5;2;1;0;0;0;57;1;2;1;0;0;1
19;7;5;2;7;0;1;0;0;0;57;1;3;1;1;0;1
20;2;3;-1;3;-1;1;0;0;0;38;0;1;1;0;0;0
20;2;3;-1;3;-1;0;1;0;0;38;0;1;1;0;0;0
20;4;5;-1;5;-1;1;0;0;0;38;0;2;0;1;0;0
20;8;5;3;7;1;0;1;0;0;38;0;3;0;1;0;0
20;5;3;2;3;2;1;0;0;0;38;0;1;1;1;0;0
20;8;5;3;5;3;0;1;0;0;38;0;2;0;1;0;0
20;4;5;-1;7;-3;1;0;0;0;38;0;3;1;0;0;0
20;4;5;-1;7;-3;0;1;0;0;38;0;3;1;0;0;0
20;3;3;0;3;0;1;0;0;0;38;0;1;0;0;0;0
20;2;3;-1;3;-1;0;1;0;0;38;0;1;1;1;0;0
20;7;5;2;5;2;1;0;0;0;38;0;2;1;1;0;0
20;3;5;-2;5;-2;0;1;0;0;38;0;2;0;0;0;0
20;5;3;2;3;2;1;0;0;0;38;0;1;0;1;0;0
20;3;5;-2;5;-2;1;0;0;0;38;0;2;0;0;0;0
20;9;5;4;7;2;0;1;0;0;38;0;3;1;1;0;0
20;5;5;0;7;-2;0;1;0;0;38;0;3;0;0;0;0
20;1;3;-2;3;-2;0;1;0;0;38;0;1;0;1;0;0
20;4;5;-1;5;-1;0;1;0;0;38;0;2;1;0;0;0
20;6;5;1;7;-1;1;0;0;0;38;0;3;0;0;0;0
20;8;5;3;7;1;1;0;0;0;38;0;3;0;1;0;0
20;1;3;-2;3;-2;0;1;0;0;38;0;1;0;0;0;0
20;3;5;-2;5;-2;0;1;0;0;38;0;2;1;1;0;0
20;5;5;0;5;0;1;0;0;0;38;0;2;1;0;0;0
20;8;5;3;7;1;1;0;0;0;38;0;3;1;1;0;0
21;1;3;-2;3;-2;1;0;0;0;32;0;1;1;0;0;1
21;1;3;-2;3;-2;0;1;0;0;32;0;1;1;0;0;1
21;5;5;0;5;0;1;0;0;0;32;0;2;0;1;0;1
21;9;5;4;7;2;0;1;0;0;32;0;3;0;1;0;1
21;6;3;3;3;3;1;0;0;0;32;0;1;1;1;0;1
21;8;5;3;5;3;0;1;0;0;32;0;2;0;1;0;1
21;4;5;-1;7;-3;1;0;0;0;32;0;3;1;0;0;1
21;5;5;0;7;-2;0;1;0;0;32;0;3;1;0;0;1
21;6;3;3;3;3;0;1;0;0;32;0;1;1;1;0;1
21;2;3;-1;3;-1;1;0;0;0;32;0;1;0;0;0;1
21;8;5;3;5;3;1;0;0;0;32;0;2;1;1;0;1
21;3;5;-2;5;-2;0;1;0;0;32;0;2;0;0;0;1
21;6;3;3;3;3;1;0;0;0;32;0;1;0;1;0;1
21;3;5;-2;5;-2;1;0;0;0;32;0;2;0;0;0;1
21;5;5;0;7;-2;0;1;0;0;32;0;3;0;0;0;1
21;9;5;4;7;2;0;1;0;0;32;0;3;1;1;0;1
21;6;3;3;3;3;0;1;0;0;32;0;1;0;1;0;1
21;3;5;-2;5;-2;0;1;0;0;32;0;2;1;0;0;1
21;8;5;3;7;1;1;0;0;0;32;0;3;0;1;0;1
21;6;5;1;7;-1;1;0;0;0;32;0;3;0;0;0;1
21;1;3;-2;3;-2;0;1;0;0;32;0;1;0;0;0;1
21;7;5;2;5;2;0;1;0;0;32;0;2;1;1;0;1
21;4;5;-1;5;-1;1;0;0;0;32;0;2;1;0;0;1
21;8;5;3;7;1;1;0;0;0;32;0;3;1;1;0;1
22;2;3;-1;3;-1;0;1;0;0;24;0;1;1;0;0;0
22;2;3;-1;3;-1;1;0;0;0;24;0;1;1;0;0;0
22;8;5;3;5;3;1;0;0;0;24;0;2;0;1;0;0
22;9;5;4;7;2;0;1;0;0;24;0;3;0;1;0;0
22;7;3;4;3;4;1;0;0;0;24;0;1;1;1;0;0
22;8;5;3;5;3;0;1;0;0;24;0;2;0;1;0;0
22;5;5;0;7;-2;0;1;0;0;24;0;3;1;0;0;0
22;7;5;2;7;0;1;0;0;0;24;0;3;1;0;0;0
22;8;3;5;3;5;0;1;0;0;24;0;1;1;1;0;0
22;2;3;-1;3;-1;1;0;0;0;24;0;1;0;0;0;0
22;3;5;-2;5;-2;0;1;0;0;24;0;2;0;0;0;0
22;9;5;4;5;4;1;0;0;0;24;0;2;1;1;0;0
22;8;3;5;3;5;1;0;0;0;24;0;1;0;1;0;0
22;4;5;-1;5;-1;1;0;0;0;24;0;2;0;0;0;0
22;8;5;3;7;1;0;1;0;0;24;0;3;1;1;0;0
22;5;5;0;7;-2;0;1;0;0;24;0;3;0;0;0;0
22;7;3;4;3;4;0;1;0;0;24;0;1;0;1;0;0
22;4;5;-1;5;-1;0;1;0;0;24;0;2;1;0;0;0
22;9;5;4;7;2;1;0;0;0;24;0;3;0;1;0;0
22;6;5;1;7;-1;1;0;0;0;24;0;3;0;0;0;0
22;2;3;-1;3;-1;0;1;0;0;24;0;1;0;0;0;0
22;5;5;0;5;0;1;0;0;0;24;0;2;1;0;0;0
22;8;5;3;5;3;0;1;0;0;24;0;2;1;1;0;0
22;8;5;3;7;1;1;0;0;0;24;0;3;1;1;0;0
23;3;3;0;3;0;1;0;1;0;29;0;1;1;0;0;1
23;3;3;0;3;0;0;1;1;0;29;0;1;1;0;0;1
23;6;5;1;5;1;1;0;1;0;29;0;2;0;1;1;1
23;8;5;3;7;1;0;1;1;0;29;0;3;0;1;1;1
23;7;3;4;3;4;1;0;1;0;29;0;1;1;1;1;1
23;8;5;3;5;3;0;1;1;0;29;0;2;0;1;1;1
23;7;5;2;7;0;0;1;1;0;29;0;3;1;0;0;1
23;7;5;2;7;0;1;0;1;0;29;0;3;1;0;0;1
23;7;3;4;3;4;0;1;1;0;29;0;1;1;1;1;1
23;4;3;1;3;1;1;0;1;0;29;0;1;0;0;0;1
23;7;5;2;5;2;1;0;1;0;29;0;2;1;1;1;1
23;6;5;1;5;1;0;1;1;0;29;0;2;0;0;0;1
23;8;3;5;3;5;1;0;1;0;29;0;1;0;1;1;1
23;6;5;1;5;1;1;0;1;0;29;0;2;0;0;0;1
23;7;5;2;7;0;0;1;1;0;29;0;3;1;1;1;1
23;8;5;3;7;1;0;1;1;0;29;0;3;0;0;0;1
23;8;3;5;3;5;0;1;1;0;29;0;1;0;1;1;1
23;5;5;0;5;0;0;1;1;0;29;0;2;1;0;0;1
23;8;5;3;7;1;1;0;1;0;29;0;3;0;0;0;1
23;8;5;3;7;1;1;0;1;0;29;0;3;0;1;1;1
23;4;3;1;3;1;0;1;1;0;29;0;1;0;0;0;1
23;7;5;2;5;2;0;1;1;0;29;0;2;1;1;1;1
23;5;5;0;5;0;1;0;1;0;29;0;2;1;0;0;1
23;7;5;2;7;0;1;0;1;0;29;0;3;1;1;1;1
24;3;3;0;3;0;0;1;0;0;32;1;1;1;0;0;0
24;4;3;1;3;1;1;0;0;0;32;1;1;1;0;0;0
24;6;5;1;5;1;1;0;0;0;32;1;2;0;1;0;0
24;10;5;5;7;3;0;1;0;0;32;1;3;0;1;0;0
24;5;3;2;3;2;1;0;0;0;32;1;1;1;1;0;0
24;5;5;0;5;0;0;1;0;0;32;1;2;0;1;0;0
24;6;5;1;7;-1;1;0;0;0;32;1;3;1;0;0;0
24;7;5;2;7;0;0;1;0;0;32;1;3;1;0;0;0
24;5;3;2;3;2;0;1;0;0;32;1;1;1;1;0;0
24;6;3;3;3;3;1;0;0;0;32;1;1;0;0;0;0
24;7;5;2;5;2;1;0;0;0;32;1;2;1;1;0;0
24;6;5;1;5;1;0;1;0;0;32;1;2;0;0;0;0
24;7;3;4;3;4;1;0;0;0;32;1;1;0;1;0;0
24;8;5;3;5;3;1;0;0;0;32;1;2;0;0;0;0
24;5;5;0;7;-2;0;1;0;0;32;1;3;1;1;0;0
24;5;5;0;7;-2;0;1;0;0;32;1;3;0;0;0;0
24;5;3;2;3;2;0;1;0;0;32;1;1;0;1;0;0
24;4;5;-1;5;-1;0;1;0;0;32;1;2;1;0;0;0
24;10;5;5;7;3;1;0;0;0;32;1;3;0;1;0;0
24;9;5;4;7;2;1;0;0;0;32;1;3;0;0;0;0
24;3;3;0;3;0;0;1;0;0;32;1;1;0;0;0;0
24;6;5;1;5;1;0;1;0;0;32;1;2;1;1;0;0
24;8;5;3;5;3;1;0;0;0;32;1;2;1;0;0;0
24;6;5;1;7;-1;1;0;0;0;32;1;3;1;1;0;0
25;3;3;0;3;0;1;0;0;0;23;0;1;1;0;0;1
25;2;3;-1;3;-1;0;1;0;0;23;0;1;1;0;0;1
25;3;5;-2;5;-2;1;0;0;0;23;0;2;0;1;0;1
25;4;5;-1;7;-3;0;1;0;0;23;0;3;0;1;0;1
25;10;3;7;3;7;1;0;0;0;23;0;1;1;1;0;1
25;1;5;-4;5;-4;0;1;0;0;23;0;2;0;1;0;1
25;8;5;3;7;1;1;0;0;0;23;0;3;1;0;0;1
25;4;5;-1;7;-3;0;1;0;0;23;0;3;1;0;0;1
25;2;3;-1;3;-1;0;1;0;0;23;0;1;1;1;0;1
25;2;3;-1;3;-1;1;0;0;0;23;0;1;0;0;0;1
25;5;5;0;5;0;1;0;0;0;23;0;2;1;1;0;1
25;5;5;0;5;0;0;1;0;0;23;0;2;0;0;0;1
25;6;3;3;3;3;1;0;0;0;23;0;1;0;1;0;1
25;7;5;2;5;2;1;0;0;0;23;0;2;0;0;0;1
25;4;5;-1;7;-3;0;1;0;0;23;0;3;1;1;0;1
25;3;5;-2;7;-4;0;1;0;0;23;0;3;0;0;0;1
25;2;3;-1;3;-1;0;1;0;0;23;0;1;0;1;0;1
25;1;5;-4;5;-4;0;1;0;0;23;0;2;1;0;0;1
25;10;5;5;7;3;1;0;0;0;23;0;3;0;1;0;1
25;6;5;1;7;-1;1;0;0;0;23;0;3;0;0;0;1
25;2;3;-1;3;-1;0;1;0;0;23;0;1;0;0;0;1
25;1;5;-4;5;-4;0;1;0;0;23;0;2;1;1;0;1
25;4;5;-1;5;-1;1;0;0;0;23;0;2;1;0;0;1
25;4;5;-1;7;-3;1;0;0;0;23;0;3;1;1;0;1
26;2;3;-1;3;-1;1;0;0;0;26;0;1;1;0;0;0
26;1;3;-2;3;-2;0;1;0;0;26;0;1;1;0;0;0
26;5;5;0;5;0;1;0;0;0;26;0;2;0;1;0;0
26;9;5;4;7;2;0;1;0;0;26;0;3;0;1;0;0
26;3;3;0;3;0;1;0;0;0;26;0;1;1;1;0;0
26;8;5;3;5;3;0;1;0;0;26;0;2;0;1;0;0
26;5;5;0;7;-2;0;1;0;0;26;0;3;1;0;0;0
26;7;5;2;7;0;1;0;0;0;26;0;3;1;0;0;0
26;9;3;6;3;6;0;1;0;0;26;0;1;1;1;0;0
26;3;3;0;3;0;1;0;0;0;26;0;1;0;0;0;0
26;3;5;-2;5;-2;0;1;0;0;26;0;2;0;0;0;0
26;5;5;0;5;0;1;0;0;0;26;0;2;1;1;0;0
26;3;3;0;3;0;1;0;0;0;26;0;1;0;1;0;0
26;5;5;0;5;0;1;0;0;0;26;0;2;0;0;0;0
26;6;5;1;7;-1;0;1;0;0;26;0;3;0;0;0;0
26;9;5;4;7;2;0;1;0;0;26;0;3;1;1;0;0
26;6;3;3;3;3;0;1;0;0;26;0;1;0;1;0;0
26;4;5;-1;5;-1;0;1;0;0;26;0;2;1;0;0;0
26;7;5;2;7;0;1;0;0;0;26;0;3;0;0;0;0
26;7;5;2;7;0;1;0;0;0;26;0;3;0;1;0;0
26;1;3;-2;3;-2;0;1;0;0;26;0;1;0;0;0;0
26;9;5;4;5;4;0;1;0;0;26;0;2;1;1;0;0
26;5;5;0;5;0;1;0;0;0;26;0;2;1;0;0;0
26;10;5;5;7;3;1;0;0;0;26;0;3;1;1;0;0
27;2;3;-1;3;-1;1;0;0;0;27;0;1;1;0;0;0
27;4;3;1;3;1;0;1;0;0;27;0;1;1;0;0;0
27;5;5;0;5;0;1;0;0;0;27;0;2;0;1;0;0
27;9;5;4;7;2;0;1;0;0;27;0;3;0;1;0;0
27;6;3;3;3;3;1;0;0;0;27;0;1;1;1;0;0
27;5;5;0;5;0;0;1;0;0;27;0;2;0;1;0;0
27;7;5;2;7;0;1;0;0;0;27;0;3;1;0;0;0
27;7;5;2;7;0;0;1;0;0;27;0;3;1;0;0;0
27;7;3;4;3;4;1;0;0;0;27;0;1;0;0;0;0
27;3;3;0;3;0;0;1;0;0;27;0;1;1;1;0;0
27;5;5;0;5;0;0;1;0;0;27;0;2;0;0;0;0
27;5;5;0;5;0;1;0;0;0;27;0;2;1;1;0;0
27;2;3;-1;3;-1;1;0;0;0;27;0;1;0;1;0;0
27;9;5;4;5;4;1;0;0;0;27;0;2;0;0;0;0
27;6;5;1;7;-1;0;1;0;0;27;0;3;0;0;0;0
27;7;5;2;7;0;0;1;0;0;27;0;3;1;1;0;0
27;3;3;0;3;0;0;1;0;0;27;0;1;0;1;0;0
27;4;5;-1;5;-1;0;1;0;0;27;0;2;1;0;0;0
27;7;5;2;7;0;1;0;0;0;27;0;3;0;0;0;0
27;10;5;5;7;3;1;0;0;0;27;0;3;0;1;0;0
27;2;3;-1;3;-1;0;1;0;0;27;0;1;0;0;0;0
27;6;5;1;5;1;1;0;0;0;27;0;2;1;0;0;0
27;7;5;2;5;2;0;1;0;0;27;0;2;1;1;0;0
27;10;5;5;7;3;1;0;0;0;27;0;3;1;1;0;0
28;3;3;0;3;0;0;1;0;0;27;0;1;1;0;0;1
28;3;3;0;3;0;1;0;0;0;27;0;1;1;0;0;1
28;5;5;0;5;0;1;0;0;0;27;0;2;0;1;0;1
28;9;5;4;7;2;0;1;0;0;27;0;3;0;1;0;1
28;6;3;3;3;3;1;0;0;0;27;0;1;1;1;0;1
28;8;5;3;5;3;0;1;0;0;27;0;2;0;1;0;1
28;7;5;2;7;0;0;1;0;0;27;0;3;1;0;0;1
28;7;5;2;7;0;1;0;0;0;27;0;3;1;0;0;1
28;3;3;0;3;0;1;0;0;0;27;0;1;0;0;0;1
28;3;3;0;3;0;0;1;0;0;27;0;1;1;1;0;1
28;10;5;5;5;5;1;0;0;0;27;0;2;1;1;0;1
28;5;5;0;5;0;0;1;0;0;27;0;2;0;0;0;1
28;3;3;0;3;0;1;0;0;0;27;0;1;0;1;0;1
28;5;5;0;5;0;1;0;0;0;27;0;2;0;0;0;1
28;7;5;2;7;0;0;1;0;0;27;0;3;0;0;0;1
28;8;5;3;7;1;0;1;0;0;27;0;3;1;1;0;1
28;3;3;0;3;0;0;1;0;0;27;0;1;0;1;0;1
28;5;5;0;5;0;0;1;0;0;27;0;2;1;0;0;1
28;7;5;2;7;0;1;0;0;0;27;0;3;0;0;0;1
28;10;5;5;7;3;1;0;0;0;27;0;3;0;1;0;1
28;3;3;0;3;0;0;1;0;0;27;0;1;0;0;0;1
28;5;5;0;5;0;1;0;0;0;27;0;2;1;0;0;1
28;8;5;3;5;3;0;1;0;0;27;0;2;1;1;0;1
28;10;5;5;7;3;1;0;0;0;27;0;3;1;1;0;1
29;4;3;1;3;1;0;1;0;0;29;0;1;1;0;0;0
29;3;3;0;3;0;1;0;0;0;29;0;1;1;0;0;0
29;9;5;4;5;4;1;0;0;0;29;0;2;0;1;0;0
29;5;5;0;7;-2;0;1;0;0;29;0;3;0;1;0;0
29;7;3;4;3;4;1;0;0;0;29;0;1;1;1;0;0
29;6;5;1;5;1;0;1;0;0;29;0;2;0;1;0;0
29;3;5;-2;7;-4;0;1;0;0;29;0;3;1;0;0;0
29;4;5;-1;7;-3;1;0;0;0;29;0;3;1;0;0;0
29;5;3;2;3;2;0;1;0;0;29;0;1;1;1;0;0
29;1;3;-2;3;-2;1;0;0;0;29;0;1;0;0;0;0
29;3;5;-2;5;-2;0;1;0;0;29;0;2;0;0;0;0
29;6;5;1;5;1;1;0;0;0;29;0;2;1;1;0;0
29;5;3;2;3;2;1;0;0;0;29;0;1;0;1;0;0
29;3;5;-2;5;-2;1;0;0;0;29;0;2;0;0;0;0
29;5;5;0;7;-2;0;1;0;0;29;0;3;0;0;0;0
29;5;5;0;7;-2;0;1;0;0;29;0;3;1;1;0;0
29;5;3;2;3;2;0;1;0;0;29;0;1;0;1;0;0
29;3;5;-2;5;-2;0;1;0;0;29;0;2;1;0;0;0
29;6;5;1;7;-1;1;0;0;0;29;0;3;0;1;0;0
29;5;5;0;7;-2;1;0;0;0;29;0;3;0;0;0;0
29;2;3;-1;3;-1;0;1;0;0;29;0;1;0;0;0;0
29;5;5;0;5;0;1;0;0;0;29;0;2;1;0;0;0
29;4;5;-1;5;-1;0;1;0;0;29;0;2;1;1;0;0
29;6;5;1;7;-1;1;0;0;0;29;0;3;1;1;0;0
30;5;3;2;3;2;1;0;0;0;22;0;1;1;0;0;0
30;2;3;-1;3;-1;0;1;0;0;22;0;1;1;0;0;0
30;6;5;1;5;1;1;0;0;0;22;0;2;0;1;0;0
30;5;5;0;7;-2;0;1;0;0;22;0;3;0;1;0;0
30;5;3;2;3;2;1;0;0;0;22;0;1;1;1;0;0
30;5;5;0;5;0;0;1;0;0;22;0;2;0;1;0;0
30;8;5;3;7;1;1;0;0;0;22;0;3;1;0;0;0
30;5;5;0;7;-2;0;1;0;0;22;0;3;1;0;0;0
30;2;3;-1;3;-1;0;1;0;0;22;0;1;1;1;0;0
30;5;3;2;3;2;1;0;0;0;22;0;1;0;0;0;0
30;3;5;-2;5;-2;0;1;0;0;22;0;2;0;0;0;0
30;5;5;0;5;0;1;0;0;0;22;0;2;1;1;0;0
30;5;3;2;3;2;1;0;0;0;22;0;1;0;1;0;0
30;6;5;1;5;1;1;0;0;0;22;0;2;0;0;0;0
30;5;5;0;7;-2;0;1;0;0;22;0;3;0;0;0;0
30;5;5;0;7;-2;0;1;0;0;22;0;3;1;1;0;0
30;2;3;-1;3;-1;0;1;0;0;22;0;1;0;1;0;0
30;3;5;-2;5;-2;0;1;0;0;22;0;2;1;0;0;0
30;7;5;2;7;0;1;0;0;0;22;0;3;0;0;0;0
30;6;5;1;7;-1;1;0;0;0;22;0;3;0;1;0;0
30;2;3;-1;3;-1;0;1;0;0;22;0;1;0;0;0;0
30;4;5;-1;5;-1;0;1;0;0;22;0;2;1;1;0;0
30;5;5;0;5;0;1;0;0;0;22;0;2;1;0;0;0
30;6;5;1;7;-1;1;0;0;0;22;0;3;1;1;0;0
31;3;3;0;3;0;1;0;0;0;21;1;1;1;0;0;1
31;3;3;0;3;0;0;1;0;0;21;1;1;1;0;0;1
31;10;5;5;5;5;1;0;0;0;21;1;2;0;1;0;1
31;8;5;3;7;1;0;1;0;0;21;1;3;0;1;0;1
31;10;3;7;3;7;1;0;0;0;21;1;1;1;1;0;1
31;8;5;3;5;3;0;1;0;0;21;1;2;0;1;0;1
31;7;5;2;7;0;1;0;0;0;21;1;3;1;0;0;1
31;6;5;1;7;-1;0;1;0;0;21;1;3;1;0;0;1
